year_window,GEOID,age_band,estimate,moe,weighted_estimate,weighted_moe,pct_in,tract_name
2013-2017,26161414300,15-17,105,56.302753041036986,105.0,56.3,100.0,Census Tract 4143
2013-2017,26161414500,total,3078,218,3078.0,218.0,100.0,Census Tract 4145
2013-2017,26161414500,0-4,213,63.81222453417527,213.0,63.8,100.0,Census Tract 4145
2013-2017,26161414500,5-9,194,60.53924347066125,194.0,60.5,100.0,Census Tract 4145
2013-2017,26161414500,10-14,232,60.207972893961475,232.0,60.2,100.0,Census Tract 4145
2013-2017,26161414500,15-17,45,24.207436873820406,45.0,24.2,100.0,Census Tract 4145
2013-2017,26161414700,total,1636,116,1636.0,116.0,100.0,Census Tract 4147
2013-2017,26161414700,0-4,89,47.53945729601885,89.0,47.5,100.0,Census Tract 4147
2013-2017,26161414700,5-9,35,27.85677655436824,35.0,27.9,100.0,Census Tract 4147
2013-2017,26161414700,10-14,12,13.45362404707371,12.0,13.5,100.0,Census Tract 4147
2013-2017,26161414700,15-17,9,14.142135623730951,9.0,14.1,100.0,Census Tract 4147
2013-2017,26161414900,total,3481,191,3481.0,191.0,100.0,Census Tract 4149
2013-2017,26161414900,0-4,170,73.7563556583431,170.0,73.8,100.0,Census Tract 4149
2013-2017,26161414900,5-9,167,71.44928271158501,167.0,71.4,100.0,Census Tract 4149
2013-2017,26161414900,10-14,355,108.45275469069469,355.0,108.5,100.0,Census Tract 4149
2013-2017,26161414900,15-17,173,56.60388679233962,173.0,56.6,100.0,Census Tract 4149
2013-2017,26161415200,total,1910,125,1910.0,125.0,100.0,Census Tract 4152
2013-2017,26161415200,0-4,90,37.48332962798263,90.0,37.5,100.0,Census Tract 4152
2013-2017,26161415200,5-9,36,20.0,36.0,20.0,100.0,Census Tract 4152
2013-2017,26161415200,10-14,70,32.526911934581186,70.0,32.5,100.0,Census Tract 4152
2013-2017,26161415200,15-17,45,23.3238075793812,45.0,23.3,100.0,Census Tract 4152
2013-2017,26161415400,total,1994,197,1397.8,138.1,70.1,Census Tract 4154
2013-2017,26161415400,0-4,134,49.4064773081425,93.9,34.6,70.1,Census Tract 4154
2013-2017,26161415400,5-9,125,46.010868281309364,87.6,32.3,70.1,Census Tract 4154
2013-2017,26161415400,10-14,113,43.04648650006177,79.2,30.2,70.1,Census Tract 4154
2013-2017,26161415400,15-17,62,29.832867780352597,43.5,20.9,70.1,Census Tract 4154
2013-2017,26161415600,total,2208,120,465.9,25.3,21.1,Census Tract 4156
2013-2017,26161415600,0-4,166,68.26419266350405,35.0,14.4,21.1,Census Tract 4156
2013-2017,26161415600,5-9,184,48.91829923454004,38.8,10.3,21.1,Census Tract 4156
2013-2017,26161415600,10-14,228,63.63961030678928,48.1,13.4,21.1,Census Tract 4156
2013-2017,26161415600,15-17,149,48.79549159502341,31.4,10.3,21.1,Census Tract 4156
2013-2017,26161415800,total,3554,201,1311.4,74.2,36.9,Census Tract 4158
2013-2017,26161415800,0-4,162,58.60034129593445,59.8,21.6,36.9,Census Tract 4158
2013-2017,26161415800,5-9,226,71.21797525905943,83.4,26.3,36.9,Census Tract 4158
2013-2017,26161415800,10-14,324,85.27602242131137,119.6,31.5,36.9,Census Tract 4158
2013-2017,26161415800,15-17,216,81.54140052758477,79.7,30.1,36.9,Census Tract 4158
2013-2017,26161416000,total,3518,218,3518.0,218.0,100.0,Census Tract 4160
2013-2017,26161416000,0-4,323,93.33809511662426,323.0,93.3,100.0,Census Tract 4160
2013-2017,26161416000,5-9,193,56.03570290448761,193.0,56.0,100.0,Census Tract 4160
2013-2017,26161416000,10-14,338,106.10372283760829,338.0,106.1,100.0,Census Tract 4160
2013-2017,26161416000,15-17,132,53.150729063673246,132.0,53.2,100.0,Census Tract 4160
2013-2017,26161416200,total,4557,218,820.3,39.2,18.0,Census Tract 4162
2013-2017,26161416200,0-4,175,69.42621983083912,31.5,12.5,18.0,Census Tract 4162
2013-2017,26161416200,5-9,141,55.22680508593631,25.4,9.9,18.0,Census Tract 4162
2013-2017,26161416200,10-14,488,96.26006440887103,87.8,17.3,18.0,Census Tract 4162
2013-2017,26161416200,15-17,217,73.7563556583431,39.1,13.3,18.0,Census Tract 4162
2013-2017,26161425000,total,4443,169,1808.3,68.8,40.7,Census Tract 4250
2013-2017,26161425000,0-4,166,71.7007670809734,67.6,29.2,40.7,Census Tract 4250
2013-2017,26161425000,5-9,198,83.48652585896721,80.6,34.0,40.7,Census Tract 4250
2013-2017,26161425000,10-14,411,125.64234954823155,167.3,51.1,40.7,Census Tract 4250
2013-2017,26161425000,15-17,247,88.41379982785492,100.5,36.0,40.7,Census Tract 4250
2013-2017,26161453000,total,5115,330,3657.2,235.9,71.5,Census Tract 4530
2013-2017,26161453000,0-4,290,103.27632836231157,207.3,73.8,71.5,Census Tract 4530
2013-2017,26161453000,5-9,280,97.6165969494942,200.2,69.8,71.5,Census Tract 4530
2013-2017,26161453000,10-14,193,66.03029607687672,138.0,47.2,71.5,Census Tract 4530
2013-2017,26161453000,15-17,155,53.2634959423431,110.8,38.1,71.5,Census Tract 4530
2013-2017,26161455000,total,5094,381,1889.9,141.4,37.1,Census Tract 4550
2013-2017,26161455000,0-4,378,128.08200498118384,140.2,47.5,37.1,Census Tract 4550
2013-2017,26161455000,5-9,502,161.96913286178943,186.2,60.1,37.1,Census Tract 4550
2013-2017,26161455000,10-14,475,156.4736399525492,176.2,58.1,37.1,Census Tract 4550
2013-2017,26161455000,15-17,202,87.78382538941898,74.9,32.6,37.1,Census Tract 4550
2013-2017,26161456000,total,5698,422,5698.0,422.0,100.0,Census Tract 4560
2013-2017,26161456000,0-4,319,144.81022063376605,319.0,144.8,100.0,Census Tract 4560
2013-2017,26161456000,5-9,499,164.0731544159495,499.0,164.1,100.0,Census Tract 4560
2013-2017,26161456000,10-14,523,204.98048687619024,523.0,205.0,100.0,Census Tract 4560
2013-2017,26161456000,15-17,354,129.84991336154215,354.0,129.8,100.0,Census Tract 4560
2013-2017,26161461000,total,7268,228,675.9,21.2,9.3,Census Tract 4610
2013-2017,26161461000,0-4,274,133.77593206552515,25.5,12.4,9.3,Census Tract 4610
2013-2017,26161461000,5-9,600,190.0,55.8,17.7,9.3,Census Tract 4610
2013-2017,26161461000,10-14,691,174.18668146560458,64.3,16.2,9.3,Census Tract 4610
2013-2017,26161461000,15-17,413,138.23530663329103,38.4,12.9,9.3,Census Tract 4610
2013-2017,26161464000,total,5936,21,314.6,1.1,5.3,Census Tract 4640
2013-2017,26161464000,0-4,212,95.67131231461184,11.2,5.1,5.3,Census Tract 4640
2013-2017,26161464000,5-9,359,140.6627171641441,19.0,7.5,5.3,Census Tract 4640
2013-2017,26161464000,10-14,329,132.32157798333574,17.4,7.0,5.3,Census Tract 4640
2013-2017,26161464000,15-17,341,118.19052415485768,18.1,6.3,5.3,Census Tract 4640
2013-2017,26161466000,total,2455,133,368.2,19.9,15.0,Census Tract 4660
2013-2017,26161466000,0-4,127,62.369864518050704,19.1,9.4,15.0,Census Tract 4660
2013-2017,26161466000,5-9,110,49.64876634922563,16.5,7.4,15.0,Census Tract 4660
2013-2017,26161466000,10-14,148,86.55634003352961,22.2,13.0,15.0,Census Tract 4660
2013-2017,26161466000,15-17,56,44.14748010928823,8.4,6.6,15.0,Census Tract 4660
2014-2018,26161400100,total,2377,429,2377.0,429.0,100.0,Census Tract 4001
2014-2018,26161400100,0-4,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2014-2018,26161400100,5-9,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2014-2018,26161400100,10-14,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2014-2018,26161400100,15-17,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4001
2014-2018,26161400200,total,6093,302,6093.0,302.0,100.0,Census Tract 4002
2014-2018,26161400200,0-4,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4002
2014-2018,26161400200,5-9,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4002
2014-2018,26161400200,10-14,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4002
2014-2018,26161400200,15-17,174,85.08818954473058,174.0,85.1,100.0,Census Tract 4002
2014-2018,26161400300,total,7146,691,7146.0,691.0,100.0,Census Tract 4003
2014-2018,26161400300,0-4,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4003
2014-2018,26161400300,5-9,1,14.317821063276353,1.0,14.3,100.0,Census Tract 4003
2014-2018,26161400300,10-14,16,24.413111231467404,16.0,24.4,100.0,Census Tract 4003
2014-2018,26161400300,15-17,30,25.612496949731394,30.0,25.6,100.0,Census Tract 4003
2014-2018,26161400400,total,3330,306,3330.0,306.0,100.0,Census Tract 4004
2014-2018,26161400400,0-4,151,61.294371682887814,151.0,61.3,100.0,Census Tract 4004
2014-2018,26161400400,5-9,216,63.51377803280167,216.0,63.5,100.0,Census Tract 4004
2014-2018,26161400400,10-14,137,52.009614495783374,137.0,52.0,100.0,Census Tract 4004
2014-2018,26161400400,15-17,66,43.86342439892262,66.0,43.9,100.0,Census Tract 4004
2014-2018,26161400500,total,7293,850,7293.0,850.0,100.0,Census Tract 4005
2014-2018,26161400500,0-4,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4005
2014-2018,26161400500,5-9,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4005
2014-2018,26161400500,10-14,9,36.76955262170047,9.0,36.8,100.0,Census Tract 4005
2014-2018,26161400500,15-17,12,29.5296461204668,12.0,29.5,100.0,Census Tract 4005
2014-2018,26161400600,total,4619,292,4619.0,292.0,100.0,Census Tract 4006
2014-2018,26161400600,0-4,106,78.16009211867652,106.0,78.2,100.0,Census Tract 4006
2014-2018,26161400600,5-9,186,99.02019995940222,186.0,99.0,100.0,Census Tract 4006
2014-2018,26161400600,10-14,133,72.69112738154499,133.0,72.7,100.0,Census Tract 4006
2014-2018,26161400600,15-17,60,51.62363799656123,60.0,51.6,100.0,Census Tract 4006
2014-2018,26161400700,total,2846,315,2846.0,315.0,100.0,Census Tract 4007
2014-2018,26161400700,0-4,40,38.32753579347361,40.0,38.3,100.0,Census Tract 4007
2014-2018,26161400700,5-9,99,46.09772228646443,99.0,46.1,100.0,Census Tract 4007
2014-2018,26161400700,10-14,83,42.8018691180654,83.0,42.8,100.0,Census Tract 4007
2014-2018,26161400700,15-17,35,22.47220505424423,35.0,22.5,100.0,Census Tract 4007
2014-2018,26161400800,total,3244,475,3244.0,475.0,100.0,Census Tract 4008
2014-2018,26161400800,0-4,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4008
2014-2018,26161400800,5-9,9,10.440306508910549,9.0,10.4,100.0,Census Tract 4008
2014-2018,26161400800,10-14,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4008
2014-2018,26161400800,15-17,0,14.142135623730951,0.0,14.1,100.0,Census Tract 4008
2014-2018,26161402100,total,2938,297,2938.0,297.0,100.0,Census Tract 4021
2014-2018,26161402100,0-4,27,21.93171219946131,27.0,21.9,100.0,Census Tract 4021
2014-2018,26161402100,5-9,36,32.449961479175904,36.0,32.4,100.0,Census Tract 4021
2014-2018,26161402100,10-14,59,49.72926703662543,59.0,49.7,100.0,Census Tract 4021
2014-2018,26161402100,15-17,78,57.68882040742383,78.0,57.7,100.0,Census Tract 4021
2014-2018,26161402200,total,5285,612,5285.0,612.0,100.0,Census Tract 4022
2014-2018,26161402200,0-4,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4022
2014-2018,26161402200,5-9,8,6.4031242374328485,8.0,6.4,100.0,Census Tract 4022
2014-2018,26161402200,10-14,0,19.79898987322333,0.0,19.8,100.0,Census Tract 4022
2014-2018,26161402200,15-17,22,20.615528128088304,22.0,20.6,100.0,Census Tract 4022
2014-2018,26161402300,total,2628,177,2628.0,177.0,100.0,Census Tract 4023
2014-2018,26161402300,0-4,123,44.68780594300866,123.0,44.7,100.0,Census Tract 4023
2014-2018,26161402300,5-9,92,43.13930922024599,92.0,43.1,100.0,Census Tract 4023
2014-2018,26161402300,10-14,101,42.8018691180654,101.0,42.8,100.0,Census Tract 4023
2014-2018,26161402300,15-17,44,29.732137494637012,44.0,29.7,100.0,Census Tract 4023
2014-2018,26161402500,total,2261,155,2261.0,155.0,100.0,Census Tract 4025
2014-2018,26161402500,0-4,195,68.81860213634101,195.0,68.8,100.0,Census Tract 4025
2014-2018,26161402500,5-9,60,34.20526275297414,60.0,34.2,100.0,Census Tract 4025
2014-2018,26161402500,10-14,117,53.00943312279429,117.0,53.0,100.0,Census Tract 4025
2014-2018,26161402500,15-17,42,27.20294101747089,42.0,27.2,100.0,Census Tract 4025
2014-2018,26161402600,total,2252,244,2252.0,244.0,100.0,Census Tract 4026
2014-2018,26161402600,0-4,187,49.57822102496216,187.0,49.6,100.0,Census Tract 4026
2014-2018,26161402600,5-9,108,38.600518131237564,108.0,38.6,100.0,Census Tract 4026
2014-2018,26161402600,10-14,28,29.5296461204668,28.0,29.5,100.0,Census Tract 4026
2014-2018,26161402600,15-17,16,13.45362404707371,16.0,13.5,100.0,Census Tract 4026
2014-2018,26161402700,total,5422,403,5422.0,403.0,100.0,Census Tract 4027
2014-2018,26161402700,0-4,262,95.13148795220224,262.0,95.1,100.0,Census Tract 4027
2014-2018,26161402700,5-9,440,149.56603892595405,440.0,149.6,100.0,Census Tract 4027
2014-2018,26161402700,10-14,536,160.2404443328837,536.0,160.2,100.0,Census Tract 4027
2014-2018,26161402700,15-17,165,70.2922470831599,165.0,70.3,100.0,Census Tract 4027
2014-2018,26161403100,total,1544,87,1544.0,87.0,100.0,Census Tract 4031
2014-2018,26161403100,0-4,27,18.027756377319946,27.0,18.0,100.0,Census Tract 4031
2014-2018,26161403100,5-9,138,40.0,138.0,40.0,100.0,Census Tract 4031
2014-2018,26161403100,10-14,109,36.67424164178449,109.0,36.7,100.0,Census Tract 4031
2014-2018,26161403100,15-17,111,39.05124837953327,111.0,39.1,100.0,Census Tract 4031
2014-2018,26161403200,total,3012,175,3012.0,175.0,100.0,Census Tract 4032
2014-2018,26161403200,0-4,145,70.22819946431775,145.0,70.2,100.0,Census Tract 4032
2014-2018,26161403200,5-9,164,77.7946013551069,164.0,77.8,100.0,Census Tract 4032
2014-2018,26161403200,10-14,140,54.40588203494178,140.0,54.4,100.0,Census Tract 4032
2014-2018,26161403200,15-17,131,49.20365840057018,131.0,49.2,100.0,Census Tract 4032
2014-2018,26161403300,total,3967,282,3967.0,282.0,100.0,Census Tract 4033
2014-2018,26161403300,0-4,251,104.69479452198183,251.0,104.7,100.0,Census Tract 4033
2014-2018,26161403300,5-9,279,112.4144118874444,279.0,112.4,100.0,Census Tract 4033
2014-2018,26161403300,10-14,125,59.40538696111659,125.0,59.4,100.0,Census Tract 4033
2014-2018,26161403300,15-17,143,74.33034373659252,143.0,74.3,100.0,Census Tract 4033
2014-2018,26161403400,total,3173,188,3173.0,188.0,100.0,Census Tract 4034
2014-2018,26161403400,0-4,187,67.42403132415028,187.0,67.4,100.0,Census Tract 4034
2014-2018,26161403400,5-9,169,51.0881590977792,169.0,51.1,100.0,Census Tract 4034
2014-2018,26161403400,10-14,191,50.99019513592785,191.0,51.0,100.0,Census Tract 4034
2014-2018,26161403400,15-17,76,39.69886648255842,76.0,39.7,100.0,Census Tract 4034
2014-2018,26161403500,total,2947,233,2947.0,233.0,100.0,Census Tract 4035
2014-2018,26161403500,0-4,117,57.99999999999999,117.0,58.0,100.0,Census Tract 4035
2014-2018,26161403500,5-9,148,64.62197768561404,148.0,64.6,100.0,Census Tract 4035
2014-2018,26161403500,10-14,156,68.60029154456998,156.0,68.6,100.0,Census Tract 4035
2014-2018,26161403500,15-17,85,49.51767361255979,85.0,49.5,100.0,Census Tract 4035
2014-2018,26161403600,total,5603,374,5603.0,374.0,100.0,Census Tract 4036
2014-2018,26161403600,0-4,165,83.60023923410745,165.0,83.6,100.0,Census Tract 4036
2014-2018,26161403600,5-9,187,91.92388155425118,187.0,91.9,100.0,Census Tract 4036
2014-2018,26161403600,10-14,199,84.11896337925236,199.0,84.1,100.0,Census Tract 4036
2014-2018,26161403600,15-17,217,92.45539465060975,217.0,92.5,100.0,Census Tract 4036
2014-2018,26161403800,total,3058,206,3058.0,206.0,100.0,Census Tract 4038
2014-2018,26161403800,0-4,245,79.39773296511684,245.0,79.4,100.0,Census Tract 4038
2014-2018,26161403800,5-9,102,43.84062043356595,102.0,43.8,100.0,Census Tract 4038
2014-2018,26161403800,10-14,169,69.64194138592059,169.0,69.6,100.0,Census Tract 4038
2014-2018,26161403800,15-17,54,32.64965543462901,54.0,32.6,100.0,Census Tract 4038
2014-2018,26161404100,total,3270,339,3270.0,339.0,100.0,Census Tract 4041
2014-2018,26161404100,0-4,91,46.14108798023731,91.0,46.1,100.0,Census Tract 4041
2014-2018,26161404100,5-9,268,87.6184911990614,268.0,87.6,100.0,Census Tract 4041
2014-2018,26161404100,10-14,203,82.29823813423955,203.0,82.3,100.0,Census Tract 4041
2014-2018,26161404100,15-17,164,81.39410298049853,164.0,81.4,100.0,Census Tract 4041
2014-2018,26161404200,total,2005,187,2005.0,187.0,100.0,Census Tract 4042
2014-2018,26161404200,0-4,117,60.21627686929839,117.0,60.2,100.0,Census Tract 4042
2014-2018,26161404200,5-9,122,59.16924876994806,122.0,59.2,100.0,Census Tract 4042
2014-2018,26161404200,10-14,30,25.455844122715707,30.0,25.5,100.0,Census Tract 4042
2014-2018,26161404200,15-17,18,20.591260281973998,18.0,20.6,100.0,Census Tract 4042
2014-2018,26161404300,total,2775,163,2775.0,163.0,100.0,Census Tract 4043
2014-2018,26161404300,0-4,180,56.639209034025185,180.0,56.6,100.0,Census Tract 4043
2014-2018,26161404300,5-9,126,56.08029957123981,126.0,56.1,100.0,Census Tract 4043
2014-2018,26161404300,10-14,177,73.40980860893181,177.0,73.4,100.0,Census Tract 4043
2014-2018,26161404300,15-17,93,50.15974481593781,93.0,50.2,100.0,Census Tract 4043
2014-2018,26161404400,total,2153,132,2153.0,132.0,100.0,Census Tract 4044
2014-2018,26161404400,0-4,176,55.901699437494734,176.0,55.9,100.0,Census Tract 4044
2014-2018,26161404400,5-9,133,38.948684188300895,133.0,38.9,100.0,Census Tract 4044
2014-2018,26161404400,10-14,128,38.28837943815329,128.0,38.3,100.0,Census Tract 4044
2014-2018,26161404400,15-17,60,34.828149534535996,60.0,34.8,100.0,Census Tract 4044
2014-2018,26161404500,total,4246,524,4246.0,524.0,100.0,Census Tract 4045
2014-2018,26161404500,0-4,235,108.57716150277643,235.0,108.6,100.0,Census Tract 4045
2014-2018,26161404500,5-9,154,115.31261856362468,154.0,115.3,100.0,Census Tract 4045
2014-2018,26161404500,10-14,17,28.79236009777594,17.0,28.8,100.0,Census Tract 4045
2014-2018,26161404500,15-17,76,86.02325267042626,76.0,86.0,100.0,Census Tract 4045
2014-2018,26161404600,total,4885,351,4885.0,351.0,100.0,Census Tract 4046
2014-2018,26161404600,0-4,157,73.55270219373317,157.0,73.6,100.0,Census Tract 4046
2014-2018,26161404600,5-9,179,70.43436661176133,179.0,70.4,100.0,Census Tract 4046
2014-2018,26161404600,10-14,208,101.53324578678651,208.0,101.5,100.0,Census Tract 4046
2014-2018,26161404600,15-17,139,67.62396025078685,139.0,67.6,100.0,Census Tract 4046
2014-2018,26161405100,total,1947,248,1947.0,248.0,100.0,Census Tract 4051
2014-2018,26161405100,0-4,92,53.23532661682465,92.0,53.2,100.0,Census Tract 4051
2014-2018,26161405100,5-9,78,50.60632371551998,78.0,50.6,100.0,Census Tract 4051
2014-2018,26161405100,10-14,94,47.801673610868484,94.0,47.8,100.0,Census Tract 4051
2014-2018,26161405100,15-17,73,46.86149805543993,73.0,46.9,100.0,Census Tract 4051
2014-2018,26161405200,total,4884,325,4884.0,325.0,100.0,Census Tract 4052
2014-2018,26161405200,0-4,340,128.03515142334936,340.0,128.0,100.0,Census Tract 4052
2014-2018,26161405200,5-9,253,94.36630754670864,253.0,94.4,100.0,Census Tract 4052
2014-2018,26161405200,10-14,144,91.96738552334735,144.0,92.0,100.0,Census Tract 4052
2014-2018,26161405200,15-17,72,51.97114584074513,72.0,52.0,100.0,Census Tract 4052
2014-2018,26161405300,total,5295,226,5295.0,226.0,100.0,Census Tract 4053
2014-2018,26161405300,0-4,305,78.5175139698144,305.0,78.5,100.0,Census Tract 4053
2014-2018,26161405300,5-9,341,90.78546139112804,341.0,90.8,100.0,Census Tract 4053
2014-2018,26161405300,10-14,332,93.6055553906925,332.0,93.6,100.0,Census Tract 4053
2014-2018,26161405300,15-17,198,62.20128616033595,198.0,62.2,100.0,Census Tract 4053
2014-2018,26161405400,total,2106,150,2106.0,150.0,100.0,Census Tract 4054
2014-2018,26161405400,0-4,109,55.1543289325507,109.0,55.2,100.0,Census Tract 4054
2014-2018,26161405400,5-9,129,57.28001396647874,129.0,57.3,100.0,Census Tract 4054
2014-2018,26161405400,10-14,70,45.45327270945404,70.0,45.5,100.0,Census Tract 4054
2014-2018,26161405400,15-17,57,47.41307836451879,57.0,47.4,100.0,Census Tract 4054
2014-2018,26161405500,total,2273,284,2273.0,284.0,100.0,Census Tract 4055
2014-2018,26161405500,0-4,172,111.2519662747585,172.0,111.3,100.0,Census Tract 4055
2014-2018,26161405500,5-9,51,43.82921400162225,51.0,43.8,100.0,Census Tract 4055
2014-2018,26161405500,10-14,47,38.07886552931954,47.0,38.1,100.0,Census Tract 4055
2014-2018,26161405500,15-17,65,57.9396237474839,65.0,57.9,100.0,Census Tract 4055
2014-2018,26161405600,total,4931,298,4931.0,298.0,100.0,Census Tract 4056
2014-2018,26161405600,0-4,425,111.400179533069,425.0,111.4,100.0,Census Tract 4056
2014-2018,26161405600,5-9,315,95.13148795220224,315.0,95.1,100.0,Census Tract 4056
2014-2018,26161405600,10-14,311,119.95415791042844,311.0,120.0,100.0,Census Tract 4056
2014-2018,26161405600,15-17,171,71.50524456289902,171.0,71.5,100.0,Census Tract 4056
2014-2018,26161406000,total,3432,185,3432.0,185.0,100.0,Census Tract 4060
2014-2018,26161406000,0-4,162,64.41273166075167,162.0,64.4,100.0,Census Tract 4060
2014-2018,26161406000,5-9,141,53.600373133029585,141.0,53.6,100.0,Census Tract 4060
2014-2018,26161406000,10-14,258,73.92563831310488,258.0,73.9,100.0,Census Tract 4060
2014-2018,26161406000,15-17,114,46.400431032480725,114.0,46.4,100.0,Census Tract 4060
2014-2018,26161407000,total,4779,278,1639.2,95.4,34.3,Census Tract 4070
2014-2018,26161407000,0-4,155,62.64982043070833,53.2,21.5,34.3,Census Tract 4070
2014-2018,26161407000,5-9,331,84.1486779456457,113.5,28.9,34.3,Census Tract 4070
2014-2018,26161407000,10-14,335,86.37129152675674,114.9,29.6,34.3,Census Tract 4070
2014-2018,26161407000,15-17,204,78.39005038906404,70.0,26.9,34.3,Census Tract 4070
2014-2018,26161414000,total,3411,313,3411.0,313.0,100.0,Census Tract 4140
2014-2018,26161414000,0-4,111,63.00793600809345,111.0,63.0,100.0,Census Tract 4140
2014-2018,26161414000,5-9,142,67.00746227100382,142.0,67.0,100.0,Census Tract 4140
2014-2018,26161414000,10-14,166,72.67048919609665,166.0,72.7,100.0,Census Tract 4140
2014-2018,26161414000,15-17,40,33.61547262794322,40.0,33.6,100.0,Census Tract 4140
2014-2018,26161414200,total,2904,289,2904.0,289.0,100.0,Census Tract 4142
2014-2018,26161414200,0-4,133,80.2807573457052,133.0,80.3,100.0,Census Tract 4142
2014-2018,26161414200,5-9,181,72.62231062146124,181.0,72.6,100.0,Census Tract 4142
2014-2018,26161414200,10-14,147,102.35721762533407,147.0,102.4,100.0,Census Tract 4142
2014-2018,26161414200,15-17,47,31.89043743820395,47.0,31.9,100.0,Census Tract 4142
2014-2018,26161414300,total,3221,299,3221.0,299.0,100.0,Census Tract 4143
2014-2018,26161414300,0-4,167,66.18912297349165,167.0,66.2,100.0,Census Tract 4143
2014-2018,26161414300,5-9,100,51.62363799656123,100.0,51.6,100.0,Census Tract 4143
2014-2018,26161414300,10-14,170,78.79086241436883,170.0,78.8,100.0,Census Tract 4143
2014-2018,26161414300,15-17,86,40.311288741492746,86.0,40.3,100.0,Census Tract 4143
2014-2018,26161414500,total,3154,189,3154.0,189.0,100.0,Census Tract 4145
2014-2018,26161414500,0-4,262,71.8679344353238,262.0,71.9,100.0,Census Tract 4145
2014-2018,26161414500,5-9,182,55.44366510251645,182.0,55.4,100.0,Census Tract 4145
2014-2018,26161414500,10-14,262,63.702433234531945,262.0,63.7,100.0,Census Tract 4145
2014-2018,26161414500,15-17,60,27.586228448267445,60.0,27.6,100.0,Census Tract 4145
2014-2018,26161414700,total,1758,164,1758.0,164.0,100.0,Census Tract 4147
2014-2018,26161414700,0-4,122,50.28916384272063,122.0,50.3,100.0,Census Tract 4147
2014-2018,26161414700,5-9,67,46.400431032480725,67.0,46.4,100.0,Census Tract 4147
2014-2018,26161414700,10-14,37,23.600847442411894,37.0,23.6,100.0,Census Tract 4147
2014-2018,26161414700,15-17,19,15.264337522473747,19.0,15.3,100.0,Census Tract 4147
2014-2018,26161414900,total,3417,195,3417.0,195.0,100.0,Census Tract 4149
2014-2018,26161414900,0-4,125,59.464274989274024,125.0,59.5,100.0,Census Tract 4149
2014-2018,26161414900,5-9,177,65.29931086925804,177.0,65.3,100.0,Census Tract 4149
2014-2018,26161414900,10-14,372,102.9271587094485,372.0,102.9,100.0,Census Tract 4149
2014-2018,26161414900,15-17,156,58.249463516842795,156.0,58.2,100.0,Census Tract 4149
2014-2018,26161415200,total,2178,165,2178.0,165.0,100.0,Census Tract 4152
2014-2018,26161415200,0-4,94,41.725292090050125,94.0,41.7,100.0,Census Tract 4152
2014-2018,26161415200,5-9,31,20.518284528683193,31.0,20.5,100.0,Census Tract 4152
2014-2018,26161415200,10-14,97,46.52956049652737,97.0,46.5,100.0,Census Tract 4152
2014-2018,26161415200,15-17,49,42.54409477236529,49.0,42.5,100.0,Census Tract 4152
2014-2018,26161415400,total,1957,190,1371.9,133.2,70.1,Census Tract 4154
2014-2018,26161415400,0-4,134,49.20365840057018,93.9,34.5,70.1,Census Tract 4154
2014-2018,26161415400,5-9,99,39.824615503479755,69.4,27.9,70.1,Census Tract 4154
2014-2018,26161415400,10-14,85,38.8329756778952,59.6,27.2,70.1,Census Tract 4154
2014-2018,26161415400,15-17,75,37.21558813185679,52.6,26.1,70.1,Census Tract 4154
2014-2018,26161415600,total,2358,241,497.5,50.9,21.1,Census Tract 4156
2014-2018,26161415600,0-4,182,79.25906888173743,38.4,16.7,21.1,Census Tract 4156
2014-2018,26161415600,5-9,191,55.75840743780259,40.3,11.8,21.1,Census Tract 4156
2014-2018,26161415600,10-14,212,72.18032973047434,44.7,15.2,21.1,Census Tract 4156
2014-2018,26161415600,15-17,176,68.11754546370561,37.1,14.4,21.1,Census Tract 4156
2014-2018,26161415800,total,3668,197,1353.5,72.7,36.9,Census Tract 4158
2014-2018,26161415800,0-4,117,47.01063709417264,43.2,17.3,36.9,Census Tract 4158
2014-2018,26161415800,5-9,219,74.30343195303969,80.8,27.4,36.9,Census Tract 4158
2014-2018,26161415800,10-14,325,74.02702209328699,119.9,27.3,36.9,Census Tract 4158
2014-2018,26161415800,15-17,223,82.68010643437755,82.3,30.5,36.9,Census Tract 4158
2014-2018,26161416000,total,3401,226,3401.0,226.0,100.0,Census Tract 4160
2014-2018,26161416000,0-4,313,99.48869282486328,313.0,99.5,100.0,Census Tract 4160
2014-2018,26161416000,5-9,224,74.41102068914253,224.0,74.4,100.0,Census Tract 4160
2014-2018,26161416000,10-14,345,104.01922899156675,345.0,104.0,100.0,Census Tract 4160
2014-2018,26161416000,15-17,115,51.662365412357964,115.0,51.7,100.0,Census Tract 4160
2014-2018,26161416200,total,4900,272,882.0,49.0,18.0,Census Tract 4162
